year,HaFlood23,permit,trsFields,Water23,KgAIPest,nWater23,nRSimages23,FieldSizeHa,KgHaAIPest,KgHaAIInsectOnly,KgHaAIHerbOnly,KgHaAIInsectFung,KgHaAIFungOnly,MonthActive,TotActiveHaK,MonthMinWater23,DayActive,Month_wOffset,ihsKgHaAIInsectOnly100,ihsKgHaAIHerbOnly100,ihsKgHaAIInsectFung100,ihsKgHaAIFungOnly100,commShort,rcommShort,FarmSizeHa,NearFloodAreaMean,NearFloodAreaMax,Precip_mm
2023,0,1505539,"27S25E34",0,0,0,27,1.214058,0,0,0,0,0,12,31.48576,,348,12.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",573.285,16.81,22.5,307.4
2021,.09,1505539,"26S24E33",0,35.80922,2,27,.7486691,47.8305,.7246161,2.452401,42.9592,1.581908,12,40.10204,1,348,12.1,4.9762517,6.1953892,9.0585682,5.7569589,"GRAPE","GRAPE",537.4432,10.79,55.71,142.7
2022,.09,1505539,"26S24E33",0,9.933334,2,27,.809372,12.27289,.601707,.3405997,9.807991,1.435183,5,4.931458,1,144,4.9,4.7904017,4.2214853,7.5815151,5.6596215,"GRAPE","GRAPE",573.9324,10.79,55.71,103.9
2023,.09,1505539,"26S24E33",0,31.78215,2,27,.809372,39.26767,1.48101,2.183414,29.94786,4.345315,12,31.48576,1,348,12.1,5.6910528,6.0792125,8.6977753,6.7674169,"GRAPE","GRAPE",573.285,10.79,55.71,296.1
2021,0,1505539,"26S24E33",0,38.34482,0,27,.809372,47.37601,.7122334,2.467456,42.53584,1.550287,12,40.10204,,348,12.1,4.9590171,6.2015093,9.0486643,5.7367679,"GRAPE","GRAPE",537.4432,10.94,56.88,142.7
2022,0,1505539,"26S24E33",0,10.38546,0,27,.809372,12.8315,.6341569,.3405997,10.22977,1.533532,5,4.931458,,144,4.9,4.8429206,4.2214853,7.6236194,5.7259017,"GRAPE","GRAPE",573.9324,10.94,56.88,103.9
2023,0,1505539,"26S24E33",0,33.87213,0,27,.809372,41.84989,1.774507,2.183414,31.89713,4.677392,12,31.48576,,348,12.1,5.8718478,6.0792125,8.7608333,6.8410591,"GRAPE","GRAPE",573.285,10.94,56.88,296.1
2021,0,1505539,"28S25E13",0,15884.31,0,27,31.56551,503.2173,.092225,0,0,1.74139,12,40.10204,,348,12.1,2.9177193,0,0,5.8530094,"GRAPE","GRAPE",537.4432,2.026667,3.51,139.7
2021,0,1505539,"28S25E13",0,0,0,27,32.37488,0,0,0,0,0,12,40.10204,,348,12.1,0,0,0,0,"GRAPE","GRAPE",537.4432,1.713333,2.79,139.7
2022,0,1505539,"28S25E13",0,0,0,27,32.37488,0,0,0,0,0,5,4.931458,,144,4.9,0,0,0,0,"GRAPE","GRAPE",573.9324,1.713333,2.79,98.8
2023,0,1505539,"28S25E13",0,0,0,27,32.37488,0,0,0,0,0,12,31.48576,,348,12.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",573.285,1.713333,2.79,302.7
2021,0,1505539,"27S25E28",0,11459.43,0,27,32.37488,353.9604,0,0,0,0,12,40.10204,,348,12.1,0,0,0,0,"GRAPE","GRAPE",537.4432,76.53667,98.46,143.1716
2022,0,1505539,"27S25E28",0,4048.95,0,27,32.37488,125.0646,0,.2603466,0,.5757825,5,4.931458,,144,4.9,0,3.9529444,0,4.7463674,"GRAPE","GRAPE",573.9324,76.53667,98.46,103.3946
2023,0,1505539,"27S25E28",0,0,0,27,32.37488,0,0,0,0,0,12,31.48576,,348,12.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",573.285,52.21286,90.81,309.1489
2019,0,1505539,"27S24E02",0,47.70807,0,27,14.97338,3.186192,.565865,1.199376,0,1.420951,1,69.81498,,2,1.1,4.7289957,5.4801364,0,5.6496558,"GRAPE","GRAPE",731.3849,1.07,3.51,273.5
2020,0,1505539,"27S24E02",0,0,0,27,7.486691,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",677.418,1.063333,3.33,137.4
2020,0,1505539,"27S24E02",0,7361.88,0,27,7.486691,983.329,0,0,983.329,0,11,43.30479,,325,11.1,0,0,12.189261,0,"GRAPE","GRAPE",677.418,1.063333,3.33,137.4
2019,0,1505539,"26S24E06",0,0,0,27,30.75614,0,0,0,0,0,1,69.81498,,2,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",731.3849,5.963333,13.23,273.6
2020,0,1505539,"26S24E06",0,0,0,27,30.75614,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",677.418,5.996666,13.32,134.5
2019,0,1505539,"26S24E05",0,0,0,27,30.6752,0,0,0,0,0,1,69.81498,,2,1.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",731.3849,13.29333,34.47,274.1008
2020,0,1505539,"26S24E05",0,0,0,27,30.6752,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"UNCULTIVATED AG","UNCULTIVATED AG",677.418,13.31667,34.56,135.0564
2019,.09,1505539,"26S24E05",1,163.4163,10,27,30.63473,5.334348,0,5.334348,0,0,1,69.81498,5,2,1.1,0,6.9724849,0,0,"OP","OP",731.3849,25.75,64.98,274.1232
2020,.09,1505539,"26S24E05",0,357.8605,10,27,30.63473,11.68153,0,11.68153,0,0,11,43.30479,5,325,11.1,0,7.7563265,0,0,"OP","OP",677.418,25.72667,64.98,135.0253
2019,.18,1505539,"26S24E33",1,3.767665,3,27,.2387647,15.77982,2.797554,0,9.491107,3.491161,1,69.81498,1,2,1.1,6.3270661,0,7.5486729,6.5485538,"GT","GT",731.3849,6.319286,66.42,271
2020,.27,1505539,"26S24E33",0,8.363401,4,27,.0238765,350.2779,22.6213,0,238.3307,82.17459,11,43.30479,1,325,11.1,8.4172092,0,10.771977,9.7071635,"GT","GT",677.418,7.001052,65.52,136.1
2019,0,1505539,"26S24E33",0,3.53489,0,27,.2387647,14.80491,2.357562,0,0,4.09539,1,69.81498,,2,1.1,6.1559498,0,0,6.7081809,"GT","GT",731.3849,6.743207,66.06,271
2020,.27,1505539,"26S24E33",0,6.274193,4,27,.0238765,262.7772,41.4437,0,153.9622,62.50001,11,43.30479,1,325,11.1,9.0226533,0,10.335025,9.4334841,"GT","GT",677.418,6.645,65.52,136.1
2020,.27,1505539,"26S24E33",0,6.12885,4,27,.0238765,256.6899,40.6586,0,153.9622,58.36426,11,43.30479,1,325,11.1,9.0035278,0,10.335025,9.3650211,"GT","GT",677.418,7.111764,65.52,136.1
2019,.09,1505539,"26S24E33",1,2.996554,2,27,.2387647,12.55024,5.435402,0,0,7.114834,1,69.81498,1,2,1.1,6.9912516,0,0,7.2604998,"GT","GT",731.3849,7.077736,64.89,271
2020,.27,1505539,"26S24E33",0,8.870896,4,27,.0238765,371.5329,40.38752,.9806938,107.3482,95.97618,11,43.30479,1,325,11.1,8.9968381,5.2788483,9.9743952,9.8624174,"GT","GT",677.418,4.38,4.68,136.1
2019,.09,1505539,"26S24E33",1,1.754794,2,27,.2387647,7.34947,2.043443,0,1.297227,4.0088,1,69.81498,1,2,1.1,6.0129593,0,5.5585614,6.6868107,"GT","GT",731.3849,7.2,64.98,271
2020,.27,1505539,"26S24E33",0,0,4,27,.0238765,0,0,0,0,0,11,43.30479,1,325,11.1,0,0,0,0,"GT","GT",677.418,6.075,8.01,136.1
2019,.18,1505539,"26S24E33",0,3.554097,3,27,.2387647,14.88535,.3839627,0,13.99943,.374323,6,7.846663,1,162,6.1,4.3412771,0,7.9373338,4.3158595,"N","N",731.3849,6.541132,66.42,271
2020,.27,1505539,"26S24E33",0,.0148104,4,27,.0238765,.6202932,.0099053,0,0,.6103879,11,43.30479,1,325,11.1,.87465917,0,0,4.8047239,"N","N",677.418,6.995131,65.52,136.1
2019,0,1505539,"26S24E33",0,5.922355,0,27,.2387647,24.80414,.2566346,0,21.11773,3.429775,6,7.846663,,162,6.1,3.9385948,0,8.3484305,6.5308143,"N","N",731.3849,6.701786,65.7,271
2020,.27,1505539,"26S24E33",0,2.236888,4,27,.0238765,93.68587,.3563541,0,93.32951,0,11,43.30479,1,325,11.1,4.2666838,0,9.8344537,0,"N","N",677.418,7.003929,65.52,136.1
2020,.27,1505539,"26S24E33",0,4.473776,4,27,.0238765,187.3717,.7127082,0,186.659,0,11,43.30479,1,325,11.1,4.9596834,0,10.527601,0,"N","N",677.418,6.744194,65.52,136.1
2019,.09,1505539,"26S24E33",1,18.56678,2,27,.2387647,77.76182,1.045875,0,73.9236,2.683437,6,7.846663,1,162,6.1,5.3431937,0,9.6013495,6.2854192,"N","N",731.3849,7.076038,64.89,271
2020,.27,1505539,"26S24E33",0,0,4,27,.0238765,0,0,0,0,0,11,43.30479,1,325,11.1,0,0,0,0,"N","N",677.418,6.7752,65.52,136.1
2019,.09,1505539,"26S24E33",0,0,1,27,.2387647,0,0,0,0,0,6,7.846663,1,162,6.1,0,0,0,0,"N","N",731.3849,4.5,4.5,271
2020,.27,1505539,"26S24E33",0,2.296345,4,27,.0238765,96.17604,.5668268,0,95.60921,0,11,43.30479,1,325,11.1,4.7306936,0,9.8585865,0,"N","N",677.418,6.615,8.82,136.1
2019,.09,1505539,"26S24E33",0,.4704034,2,27,.2387647,1.970155,.3017461,0,1.21414,.4542685,6,7.846663,2,162,6.1,4.1004225,0,5.4923704,4.5093717,"N","N",731.3849,7.303333,64.98,271
2019,0,1505539,"28S25E23",0,14989.7,0,27,29.94676,500.5449,.175687,0,500.3692,0,1,69.81498,,2,1.1,3.5600749,0,11.513664,0,"GRAPE","GRAPE",731.3849,8.986667,11.52,259.8
2019,0,1505539,"28S25E13",0,177.6981,0,27,31.56551,5.629502,.2536398,3.478556,0,1.897306,1,69.81498,,2,1.1,3.9268656,6.5449368,0,5.9387592,"OP","OP",731.3849,2.043333,3.51,254
2021,2.43,1505539,"26S24E33",0,0,8,27,2.02343,0,0,0,0,0,12,40.10204,1,348,12.1,0,0,0,0,"ALMOND","ALMOND",537.4432,6.006667,66.06,142.7
2022,2.43,1505539,"26S24E33",1,.0989702,8,27,1.734369,.0570641,.0047078,0,0,.0226463,5,4.931458,1,144,4.9,.45492772,0,0,1.5560845,"ALMOND","ALMOND",573.9324,6.006667,66.06,103.9
2023,2.43,1505539,"26S24E33",0,.0175923,8,27,2.02343,.0086943,.0028799,0,0,.0058144,12,31.48576,1,348,12.1,.28414899,0,0,.55284526,"ALMOND","ALMOND",573.285,6.006667,66.06,296.1
2021,2.43,1505539,"26S24E33",0,12.38476,8,27,2.02343,6.120675,.4458786,0,5.16774,.5055893,12,40.10204,1,348,12.1,4.4907345,0,6.9407539,4.6163845,"OP","OP",537.4432,6.006667,66.06,142.7
2022,2.43,1505539,"26S24E33",1,3.018338,8,27,1.734369,1.740309,0,0,1.515131,.2251786,5,4.931458,1,144,4.9,0,0,5.71383,3.8079487,"OT","OT",573.9324,6.006667,66.06,103.9
2021,2.43,1505539,"26S24E33",0,10.58898,8,27,2.02343,5.233181,1.741481,0,0,2.774257,12,40.10204,1,348,12.1,5.8530615,0,0,6.3187038,"GP","GP",537.4432,6.006667,66.06,142.7
2022,2.43,1505539,"26S24E33",1,0,8,27,1.734369,0,0,0,0,0,5,4.931458,1,144,4.9,0,0,0,0,"GP","GP",573.9324,6.006667,66.06,103.9
2022,2.43,1505539,"26S24E33",1,0,8,27,1.734369,0,0,0,0,0,5,4.931458,1,144,4.9,0,0,0,0,"GT","GT",573.9324,6.006667,66.06,103.9
2023,2.43,1505539,"26S24E33",0,0,8,27,2.02343,0,0,0,0,0,12,31.48576,1,348,12.1,0,0,0,0,"GP","GP",573.285,6.006667,66.06,296.1
2023,2.43,1505539,"26S24E33",0,12.09632,8,27,2.02343,5.978124,1.165256,0,1.371079,1.352272,12,31.48576,1,348,12.1,5.4512766,0,5.6139285,5.6001174,"GP","GP",573.285,6.006667,66.06,296.1
2021,2.43,1505539,"26S24E33",0,1.978888,8,27,2.02343,.9779866,.4104262,0,.5670656,.0004947,12,40.10204,1,348,12.1,4.4079066,0,4.7311148,.04945367,"N","N",537.4432,6.006667,66.06,142.7
2022,2.43,1505539,"26S24E33",1,.0535635,8,27,1.734369,.0308836,.0308836,0,0,0,5,4.931458,1,144,4.9,1.846024,0,0,0,"N","N",573.9324,6.006667,66.06,103.9
2023,2.43,1505539,"26S24E33",0,5.478855,8,27,2.02343,2.707707,.1079588,0,2.382118,.1577144,12,31.48576,1,348,12.1,3.0744498,0,6.166312,3.4523511,"N","N",573.285,6.006667,66.06,296.1
2021,2.43,1505539,"26S24E33",0,67.87907,8,27,2.02343,33.54654,1.991355,.0398462,20.71883,10.67027,12,40.10204,1,348,12.1,5.987139,2.0909753,8.3293605,7.6657788,"PISTACHIO","PISTACHIO",537.4432,6.006667,66.06,142.7
2022,2.43,1505539,"26S24E33",1,29.65377,8,27,1.734369,17.09773,1.81346,.0544934,2.72729,5.03432,5,4.931458,1,144,4.9,5.8935614,2.3969553,6.3016291,6.9145968,"PISTACHIO","PISTACHIO",573.9324,6.006667,66.06,103.9
2023,2.43,1505539,"26S24E33",0,47.4375,8,27,2.02343,23.4441,.8353677,0,6.710637,.6499795,12,31.48576,1,348,12.1,5.1184699,0,7.2020117,4.867562,"PISTACHIO","PISTACHIO",573.285,6.006667,66.06,296.1
2019,0,1505539,"27S25E34",0,0,0,27,2.02343,0,0,0,0,0,1,69.81498,,2,1.1,0,0,0,0,"GRAPE","GRAPE",731.3849,10.59,15.03,273.1
2020,0,1505539,"27S25E34",0,0,0,27,2.02343,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"GRAPE","GRAPE",677.418,10.56,15.03,140.7
2019,0,1505539,"27S24E04",0,836.3972,0,27,16.18744,51.66951,.8640922,13.99596,36.79225,0,1,69.81498,,2,1.1,5.152275,7.937086,8.9036046,0,"GRAPE, WINE","GRAPE, WINE",731.3849,10.34,46.35,271
2020,0,1505539,"27S24E04",0,1651.957,0,27,16.18744,102.0518,3.611658,6.908306,90.05724,1.368405,11,43.30479,,325,11.1,6.5824862,7.2310424,9.7987629,5.6119769,"GRAPE, WINE","GRAPE, WINE",677.418,10.35333,46.89,136.1
2019,.36,1505539,"27S24E04",1,673.1315,1,27,16.18744,41.58357,.8640922,13.99596,26.71554,0,1,69.81498,1,2,1.1,5.152275,7.937086,8.5835627,0,"GRAPE","GRAPE",731.3849,11.19333,40.68,271
2020,.36,1505539,"27S24E04",0,1848.765,1,27,16.18744,114.2099,4.449981,7.765293,100.3621,1.51679,11,43.30479,1,325,11.1,6.7912184,7.3479819,9.9071021,5.7149247,"GRAPE","GRAPE",677.418,10.72,40.77,136.1
2021,2.43,1505539,"26S24E33",0,94.09864,8,27,2.02343,46.50452,1.39707,0,34.53463,9.951457,12,40.10204,1,348,12.1,5.6327075,0,8.8402799,7.5960366,"OP","OP",537.4432,6.006667,66.06,142.7
2022,2.43,1505539,"26S24E33",1,53.18406,8,27,1.734369,30.66479,3.459379,0,8.401307,7.879611,5,4.931458,1,144,4.9,6.5394085,0,7.4267051,7.3625963,"OP","OP",573.9324,6.006667,66.06,103.9
2023,2.43,1505539,"26S24E33",0,58.55455,8,27,2.02343,28.93826,2.825184,0,17.35236,1.274526,12,31.48576,1,348,12.1,6.3368939,0,8.1520459,5.5409072,"OP","OP",573.285,6.006667,66.06,296.1
2019,0,1505539,"27S25E28",0,1624.379,0,27,32.37488,50.17405,1.649003,18.12507,29.97665,.4061118,1,69.81498,,2,1.1,5.7984974,8.1956136,8.698736,4.3973421,"GRAPE","GRAPE",731.3849,76.60333,98.73,277.9733
2020,0,1505539,"27S25E28",0,2523.2,0,27,32.37488,77.93697,3.08682,6.296007,67.1559,1.235916,11,43.30479,,325,11.1,6.4254613,7.1382336,9.5053341,5.5101457,"GRAPE","GRAPE",677.418,76.60333,98.73,140.0321
2019,1.62,1505539,"27S25E28",1,769.521,5,27,24.28116,31.6921,.8640926,12.94788,17.84766,0,1,69.81498,1,2,1.1,5.1522755,7.8592498,8.1801896,0,"GRAPE","GRAPE",731.3849,76.63,98.55,277.7248
2020,1.62,1505539,"27S25E28",0,804.5177,3,27,24.28116,33.13342,1.451609,5.837063,24.54016,1.14988,11,43.30479,1,325,11.1,5.6710019,7.0625459,8.4986282,5.4379942,"GRAPE","GRAPE",677.418,76.63,98.55,139.2105
2019,0,1505539,"27S25E28",0,555.32,0,27,10.11715,54.88897,2.060627,13.14473,39.00914,.6615654,1,69.81498,,2,1.1,6.0213334,7.8743387,8.9621134,4.885228,"GRAPE","GRAPE",731.3849,76.07333,97.83,278.4707
2020,0,1505539,"27S25E28",0,674.3946,0,27,10.11715,66.65855,2.704152,6.397356,56.15792,1.23624,11,43.30479,,325,11.1,6.2931092,7.1542027,9.3264851,5.5104084,"GRAPE","GRAPE",677.418,76.07333,97.83,141.3768
2019,0,1505539,"25S24E24",0,7.514356,0,27,.2428116,30.94727,1.457997,.7468185,27.99885,.7436,1,69.81498,,2,1.1,5.675393,5.006429,8.6304809,5.0021105,"GT","GT",731.3849,3.386667,5.67,277.1
2020,0,1505539,"25S24E24",0,7.735708,0,27,.2428116,31.85889,1.539376,3.812521,15.55499,5.527277,11,43.30479,,325,11.1,5.729705,6.6366098,8.042699,7.0080135,"GT","GT",677.418,3.386667,5.67,142.6
2021,0,1505539,"25S24E24",0,2.083081,0,27,.2428116,8.579,.5869846,0,6.752574,1.187051,12,40.10204,,348,12.1,4.7656333,0,7.2082417,5.4698075,"GT","GT",537.4432,3.386667,5.67,161.6
2022,0,1505539,"25S24E24",0,0,0,27,.2428116,0,0,0,0,0,5,4.931458,,144,4.9,0,0,0,0,"GT","GT",573.9324,3.386667,5.67,108.5
2023,0,1505539,"25S24E24",0,0,0,27,.2428116,0,0,0,0,0,12,31.48576,,348,12.1,0,0,0,0,"GT","GT",573.285,3.386667,5.67,315.5
2019,0,1505539,"25S24E24",0,6.335686,0,27,.202343,31.31161,1.452972,1.120228,27.99882,.7395978,1,69.81498,,2,1.1,5.6719403,5.4118692,8.6304797,4.9967143,"GT","GT",731.3849,3.386667,5.67,277.1
2020,0,1505539,"25S24E24",0,6.165856,0,27,.202343,30.4723,1.427108,4.939411,14.93275,4.291912,11,43.30479,,325,11.1,5.6539798,6.8955645,8.001874,6.755051,"GT","GT",677.418,3.386667,5.67,142.6
2021,0,1505539,"25S24E24",0,1.653167,0,27,.202343,8.170122,.4991659,0,6.489036,1.129532,12,40.10204,,348,12.1,4.6036009,0,7.1684319,5.4201406,"GT","GT",537.4432,3.386667,5.67,161.6
2022,0,1505539,"25S24E24",0,0,0,27,.202343,0,0,0,0,0,5,4.931458,,144,4.9,0,0,0,0,"GT","GT",573.9324,3.386667,5.67,108.5
2023,0,1505539,"25S24E24",0,0,0,27,.202343,0,0,0,0,0,12,31.48576,,348,12.1,0,0,0,0,"GT","GT",573.285,3.386667,5.67,315.5
2019,.09,1505539,"25S24E24",1,6.744888,1,27,.202343,33.33393,1.354757,.8961822,30.33211,.7508874,1,69.81498,1,2,1.1,5.6019529,5.1887369,8.7105242,5.0118621,"OT","OT",731.3849,3.386667,5.67,277.1
2020,.09,1505539,"25S24E24",0,0,1,27,.0674477,0,0,0,0,0,11,43.30479,1,325,11.1,0,0,0,0,"OT","OT",677.418,3.386667,5.67,142.6
2020,.09,1505539,"25S24E24",0,0,1,27,.1011715,0,0,0,0,0,11,43.30479,1,325,11.1,0,0,0,0,"GRAPE","GRAPE",677.418,3.386667,5.67,142.6
2020,.09,1505539,"25S24E24",0,2.445878,1,27,.1011715,24.17556,2.320282,0,16.79942,4.571832,11,43.30479,1,325,11.1,6.1400106,0,8.119662,6.8182325,"OP","OP",677.418,3.386667,5.67,142.6
2021,.09,1505539,"25S24E24",0,.8829774,1,27,.3035145,2.909177,.1844103,0,2.217619,.4722216,12,40.10204,1,348,12.1,3.6084596,0,6.0947568,4.5481225,"OP","OP",537.4432,3.386667,5.67,161.6
2022,.09,1505539,"25S24E24",0,0,1,27,.3035145,0,0,0,0,0,5,4.931458,1,144,4.9,0,0,0,0,"OP","OP",573.9324,3.386667,5.67,108.5
2023,.09,1505539,"25S24E24",0,0,1,27,.3035145,0,0,0,0,0,12,31.48576,1,348,12.1,0,0,0,0,"OP","OP",573.285,3.386667,5.67,315.5
2019,0,1505539,"26S24E35",0,612.6915,0,27,18.61556,32.91288,1.411155,2.761561,28.46242,.2715606,1,69.81498,,2,1.1,5.6427383,6.3141167,8.6469022,3.9950864,"GRAPE","GRAPE",731.3849,6.986667,91.35,273.5
2020,0,1505539,"26S24E35",0,0,0,27,18.61556,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"GRAPE","GRAPE",677.418,8.0055,137.7,137.4
2019,0,1505539,"26S24E35",0,785.5634,0,27,25.49522,30.81219,1.281765,3.185123,26.11662,.2261343,1,69.81498,,2,1.1,5.5465706,6.4568108,8.5608892,3.8121798,"GRAPE","GRAPE",731.3849,3.756667,35.28,273.5
2020,0,1505539,"26S24E35",0,16.84014,0,27,25.49522,.6605215,.0509923,.2177265,.2138062,.173445,11,43.30479,,325,11.1,2.3317151,3.7743289,3.7561783,3.5472526,"GRAPE","GRAPE",677.418,5.646316,107.91,137.4
2020,0,1505539,"26S24E35",0,554.8836,0,27,12.66667,43.80658,3.032305,11.60617,27.91554,1.172472,11,43.30479,,325,11.1,6.4076433,7.7498543,8.6275011,5.4574503,"GRAPE","GRAPE",677.418,2.8,18.36,137.4
2020,0,1505539,"26S24E35",0,0,0,27,1.501385,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"GRAPE","GRAPE",677.418,3.043333,22.59,137.4
2020,0,1505539,"26S24E35",0,0,0,27,2.755912,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"GRAPE","GRAPE",677.418,2.733333,16.56,137.4
2020,0,1505539,"26S24E35",0,272.6636,0,27,8.66028,31.48438,1.615857,15.59183,13.15431,1.065312,11,43.30479,,325,11.1,5.7781924,8.0450645,7.8750666,5.3616071,"GRAPE","GRAPE",677.418,5.175,5.67,137.4
2020,0,1505539,"26S24E35",0,426.6584,0,27,10.35996,41.18339,2.769018,13.0864,23.93516,1.314305,11,43.30479,,325,11.1,6.3168135,7.8698914,8.4736661,5.5716399,"GRAPE","GRAPE",677.418,8.161072,126.54,137.4
2020,0,1505539,"26S24E35",0,33.12827,0,27,6.515445,5.084576,.3839384,1.628896,1.603546,1.431642,11,43.30479,,325,11.1,4.3412138,5.7862296,5.7705445,5.6571515,"GRAPE","GRAPE",677.418,6.416667,81.36,137.4
2020,0,1505539,"26S24E35",0,13.49085,0,27,2.670928,5.050996,.4639596,1.589407,1.603545,1.358097,11,43.30479,,325,11.1,4.5304757,5.7616884,5.7705441,5.6044157,"GRAPE","GRAPE",677.418,4.36,50.76,137.4
2019,.36,1505539,"26S24E33",1,.198129,6,27,.3804048,.5208372,0,0,0,0,1,69.81498,1,2,1.1,0,0,0,0,"OT","OT",731.3849,7.563334,65.61,271
2020,2.16,1505539,"26S24E33",0,.9615821,8,27,.0380405,25.27786,2.009377,0,0,23.26849,11,43.30479,1,325,11.1,5.9961483,0,0,8.4454173,"OT","OT",677.418,8.146552,64.26,136.1
2019,.36,1505539,"26S24E33",1,0,6,27,.3804048,0,0,0,0,0,1,69.81498,1,2,1.1,0,0,0,0,"OT","OT",731.3849,8.07,65.34,271
2020,2.16,1505539,"26S24E33",0,3.846328,8,27,.0380405,101.1115,8.037508,0,0,93.07394,11,43.30479,1,325,11.1,7.3824368,0,0,9.8317117,"OT","OT",677.418,8.447308,64.26,136.1
2019,.36,1505539,"26S24E33",1,0,7,27,.550373,0,0,0,0,0,1,69.81498,1,2,1.1,0,0,0,0,"OT","OT",731.3849,9.093333,64.71,271
2020,2.16,1505539,"26S24E33",0,0,8,27,.0380405,0,0,0,0,0,11,43.30479,1,325,11.1,0,0,0,0,"OT","OT",677.418,8.376667,64.26,136.1
2019,.36,1505539,"26S24E33",1,0,7,27,.3804048,0,0,0,0,0,1,69.81498,1,2,1.1,0,0,0,0,"OT","OT",731.3849,8.56,63.99,271
2020,2.16,1505539,"26S24E33",0,1.109314,8,27,.0380405,29.16142,2.540986,0,0,26.62043,11,43.30479,1,325,11.1,6.2308736,0,0,8.5799964,"OT","OT",677.418,8.346666,64.26,136.1
2019,.27,1505539,"26S24E33",1,7.913093,7,27,.3804048,20.80177,.8486997,0,18.46728,1.485792,1,69.81498,1,2,1.1,5.1343022,0,8.2143177,5.6942768,"OT","OT",731.3849,9.073334,62.82,271
2020,2.16,1505539,"26S24E33",0,0,8,27,.0380405,0,0,0,0,0,11,43.30479,1,325,11.1,0,0,0,0,"OT","OT",677.418,6.03,6.03,136.1
2019,.18,1505539,"26S24E33",1,0,4,27,.3804048,0,0,0,0,0,1,69.81498,1,2,1.1,0,0,0,0,"OT","OT",731.3849,8.785384,62.01,271
2019,.18,1505539,"26S24E33",1,11.46682,3,27,.550373,20.83464,1.658947,0,17.91099,1.264705,1,69.81498,1,2,1.1,5.8045093,0,8.1837318,5.5331717,"OT","OT",731.3849,9.437142,62.55,271
2020,0,1505539,"26S24E33",0,0,0,27,.550373,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"OT","OT",677.418,10.13333,62.37,136.1
2020,0,1505539,"26S24E33",0,65.63162,0,27,.0951012,690.1239,14.4079,8.063672,597.9244,64.01502,11,43.30479,,325,11.1,7.9660939,7.3856868,11.691782,9.4574352,"OT","OT",677.418,10.03418,60.75,136.1
2020,0,1505539,"26S24E33",0,0,0,27,.0951012,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"OT","OT",677.418,10.14577,60.75,136.1
2019,0,1505539,"26S24E33",0,11.03644,0,27,.3804048,29.01235,1.268798,0,25.91377,1.829786,7,5.234577,,184,7.1,5.5364026,0,8.5530919,5.9025236,"OT","OT",731.3849,9.956667,61.02,271
2019,.36,1505539,"26S24E33",1,23.82598,6,27,.3804048,62.63323,3.834574,0,51.98272,4.545234,3,7.110609,1,79,3.1,6.6423773,0,9.2492286,6.8123978,"OP","OP",731.3849,7.563334,65.61,271
2020,2.16,1505539,"26S24E33",0,23.04294,8,27,.0380405,605.7478,32.90157,0,408.272,155.0528,11,43.30479,1,325,11.1,8.7918378,0,11.310251,10.342083,"OP","OP",677.418,8.306182,64.26,136.1
2020,0,1505539,"26S24E33",0,2.659341,0,27,.087682,30.3294,5.124727,0,0,24.47585,11,43.30479,,325,11.1,6.9323956,0,0,8.4960043,"GT","GT",677.418,5.39,69.48,136.1
2020,0,1505539,"26S24E33",0,0,0,27,.1106142,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"N","N",677.418,5.39,69.48,136.1
2020,0,1505539,"26S24E33",0,2.228586,0,27,.1106142,20.14738,3.98753,0,0,15.43104,11,43.30479,,325,11.1,6.6814908,0,0,8.0346983,"GT","GT",677.418,6.196667,66.6,136.1
2020,0,1505539,"26S24E33",0,0,0,27,.087682,0,0,0,0,0,11,43.30479,,325,11.1,0,0,0,0,"N","N",677.418,6.196667,66.6,136.1
2020,0,1505539,"26S24E33",0,1.01905,0,27,.0647498,15.73829,1.198147,0,9.332899,4.964297,11,43.30479,,325,11.1,5.4791112,0,7.5318634,6.9005901,"GT","GT",677.418,5.673334,66.51,136.1
2020,0,1505539,"26S24E33",0,.8279776,0,27,.0526092,15.73827,1.198419,0,9.332871,4.96406,11,43.30479,,325,11.1,5.4793379,0,7.5318604,6.9005423,"GT","GT",677.418,4.986667,67.68,136.1
2020,0,1505539,"26S24E33",0,.1924706,0,27,.056656,3.397177,.6355472,0,0,2.518686,11,43.30479,,325,11.1,4.8451103,0,0,6.2220587,"GT","GT",677.418,10.25333,59.49,
